"","year","conflict_id","conflict_active","start_year","conflictep_id","termination_year","conflictepisode","outcome","location","incompatibility","peace","peace_ends","peace_duration","country","Tonnage_mt_Combined","Tonnage_mt_emergency","Tonnage_mt_development","Value_Combined","Value_emergency","Value_development","commodities_Combined","commodities_emergency","commodities_development","partners_Combined","partners_emergency","partners_development","Value","Tonnage_mt","binary_emergency","n","frac_emergency","sum_tonnage_emergency","instrument_emergency","Value_t1","Tonnage_mt_t1","t1_commodities","sum_tonnage_t1","wheat_binary","n_partners_emergency","n_partners_development","inflation_adjustment","decisive","lootable","treaty","identity","conflict_duration","episode_deaths","factions","current_polity","democracy","initial_polity","initial_democracy","mortality","initial_mortality","peace_agreement","govt_military","rugged_terrain","p5_colony","p5_contiguous"
"1000",2017,366,0,1999,36602,2005,2,1,"Indonesia",1,1,0,12,"Indonesia",NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.241379310344828,1129.763,272.701413793103,0,0,NA,0,0,0,0,1.02438761536819,FALSE,1,TRUE,TRUE,7,3233,1,9,TRUE,8,TRUE,21.6,33.6,1,676.5,91.4488525390625,FALSE,FALSE
"1001",1996,369,1,1992,36902,1996,2,2,"Papua New Guinea",1,0,0,0,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,56.7,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1002",1997,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,0,1,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,55.9,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1003",1998,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,0,2,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,55.1,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1004",1999,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,0,3,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,54.3,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1005",2000,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,0,4,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,53.6,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1006",2001,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,0,5,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,52.8,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1007",2002,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,0,6,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,52.1,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1008",2003,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,0,7,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,51.3,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1009",2004,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,0,8,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,50.4,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1010",2005,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,0,9,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,49.6,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1011",2006,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,0,10,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,48.7,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1012",2007,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,1,11,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,47.8,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1013",2008,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,1,12,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,46.8,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1014",2009,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,1,13,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,45.9,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1015",2010,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,0,14,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,44.9,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1016",2011,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,0,15,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,4,FALSE,4,FALSE,44,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1017",2012,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,1,16,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,5,FALSE,4,FALSE,43,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1018",2013,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,0,17,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,5,FALSE,4,FALSE,42.1,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1019",2014,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,1,18,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,5,FALSE,4,FALSE,41.2,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1020",2015,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,1,19,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,5,FALSE,4,FALSE,40.2,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1021",2016,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,0,20,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,5,FALSE,4,FALSE,39.3,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1022",2017,369,0,1992,36902,1996,2,2,"Papua New Guinea",1,1,0,21,"Papua New Guinea",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,FALSE,TRUE,5,202,1,5,FALSE,4,FALSE,38.2,56.7,1,4.4,150.656921386719,TRUE,FALSE
"1023",2009,372,1,2007,37203,2009,3,3,"Mali",1,0,1,0,"Mali",NA,0,6.72,NA,0,13547531.119911,NA,NA,"bulgur, vegetable oil,bulgur, corn soy blend, green split peas, vegetable oil",NA,NA,"Africare,CRS",13547531.119911,6.72,0,29,0.517241379310345,1919.76,992.979310344828,0,0,NA,14.3,0,0,2,1.17027151099746,TRUE,1,FALSE,TRUE,3,190,1,7,TRUE,7,TRUE,78.8,78.8,0,12.15,11.1404285430908,TRUE,FALSE
"1024",2010,372,0,2007,37203,2009,3,3,"Mali",1,1,1,1,"Mali",NA,0,6.45,NA,0,11791309.455412,NA,NA,"bulgur, vegetable oil,bulgur, corn soy blend, green split peas, vegetable oil",NA,NA,"Africare,CRS",11791309.455412,6.45,0,29,0.517241379310345,1650.48,853.696551724138,0,0,NA,40.68,0,0,2,1.15142759754428,TRUE,1,FALSE,TRUE,3,190,1,7,TRUE,7,TRUE,76.7,78.8,0,12.15,11.1404285430908,TRUE,FALSE
"1025",2011,372,0,2007,37203,2009,3,3,"Mali",1,1,1,2,"Mali",NA,0,2.34,NA,0,11241248.9228907,NA,NA,"bulgur,bulgur, corn soy blend, green split peas, vegetable oil",NA,NA,"Africare,CRS",11241248.9228907,2.34,0,29,0.517241379310345,1033.35,534.491379310345,0,0,NA,50,0,0,2,1.11637723428314,TRUE,1,FALSE,TRUE,3,190,1,7,TRUE,7,TRUE,74.6,78.8,0,12.15,11.1404285430908,TRUE,FALSE
"1026",2012,372,1,2012,37204,2012,4,4,"Mali",1,0,1,0,"Mali",NA,14.59,2.42,NA,23298054.6781109,5431108.81234453,NA,"bulgur, corn-soy
blend, green split peas,
rice, vegetable oil,
yellow split peas,corn-soy blend,
lentils, rice, vegetable
oil, yellow split peas","soy fortified bulgur,bulgur, corn-soy blend, green split peas, vegetable oil",NA,"CRS,WFP
EMOP","Africare,CRS",28729163.4904555,17.01,1,29,0.517241379310345,988.337,511.208793103448,0,0,NA,0,0,2,2,1.09370268886071,TRUE,1,FALSE,TRUE,1,131,1,-77,FALSE,-77,FALSE,72.6,72.6,1,11.8,11.1404285430908,TRUE,FALSE
"1027",2013,372,0,2012,37204,2012,4,4,"Mali",1,1,0,1,"Mali",NA,8.2,0,NA,14658159.6745535,0,NA,"rice, vegetable oil,
yellow split peas, corn-
soy blend, bulgur,
lentils","soy fortified bulgur,bulgur, corn-soy blend, green split peas, vegetable oil",NA,"WFP
EMOP","Africare,CRS",14658159.6745535,8.2,1,29,0.517241379310345,856.87,443.208620689655,0,0,NA,0,0,1,2,1.07790096733193,TRUE,1,FALSE,TRUE,1,131,1,5,FALSE,-77,FALSE,70.6,72.6,1,11.8,11.1404285430908,TRUE,FALSE
"1028",2015,372,1,2014,37205,2015,5,1,"Mali",1,0,0,0,"Mali",NA,9.47,0,NA,22966693.4790917,9535331.49016832,NA,"rutf,,corn-soy blend,
super cereal
plus, vegetable
oil, yellow split
peas","",NA,"UNICEF,WFP EMOP,WFP PRRO","CARE",32502024.9692601,9.47,1,29,0.517241379310345,711.16,367.841379310345,0,0,NA,0,0,3,1,1.05948127668537,FALSE,1,TRUE,TRUE,2,148,1,5,FALSE,5,FALSE,66.8,66.8,1,18,11.1404285430908,TRUE,FALSE
"1029",2016,372,0,2014,37205,2015,5,1,"Mali",1,1,1,1,"Mali",NA,3.78,0,NA,8108428.76372582,6277331.24078797,NA,"na,na","na",NA,"UNICEF,WFP","CARE",14385760.0045138,3.78,1,29,0.517241379310345,1388.714,718.300344827586,0,0,NA,0,0,2,1,1.04622187346466,FALSE,1,TRUE,TRUE,2,148,1,5,FALSE,5,FALSE,65.1,66.8,1,18,11.1404285430908,TRUE,FALSE
"1030",2017,372,0,2014,37205,2015,5,1,"Mali",1,1,0,2,"Mali",NA,5.39,0,NA,12827617.328792,12292651.3844183,NA,"na,na","na",NA,"UNICEF33,WFP","CARE",25120268.7132103,5.39,1,29,0.517241379310345,1129.763,584.360172413793,0,0,NA,0,0,2,1,1.02438761536819,FALSE,1,TRUE,TRUE,2,148,1,5,FALSE,5,FALSE,63.4,66.8,1,18,11.1404285430908,TRUE,FALSE
"1031",2002,374,1,1996,37402,2002,2,5,"Rwanda",2,0,0,0,"Rwanda",NA,5.05,15.45,NA,4348767.06064678,15890429.181894,NA,"cornmeal, peas","vegetable oil,corn, peas, vegetable oil, corn-soy blend, cornmeal,beans, corn-soy blend, corn,vegetable oil,beans, corn, vegetable oil",NA,"WFP/PRRO ","ACDI/VOCA,CRS,WFP,WVUS",20239196.2425408,20.5,1,29,0.620689655172414,895.42,555.777931034483,0,0,NA,445.67,0,1,4,1.39602807635285,FALSE,0,FALSE,FALSE,7,4395,1,-4,FALSE,-4,FALSE,90.3,90.3,0,80,218.243286132812,FALSE,FALSE
"1032",2002,374,1,1996,37402,2002,2,5,"Rwanda",2,0,0,0,"Rwanda",NA,5.05,15.45,NA,4348767.06064678,15890429.181894,NA,"cornmeal, peas","vegetable oil,corn, peas, vegetable oil, corn-soy blend, cornmeal,beans, corn-soy blend, corn,vegetable oil,beans, corn, vegetable oil",NA,"WFP/PRRO ","ACDI/VOCA,CRS,WFP,WVUS",20239196.2425408,20.5,1,29,0.620689655172414,895.42,555.777931034483,0,0,NA,445.67,0,1,4,1.39602807635285,FALSE,0,FALSE,FALSE,7,4395,3,-4,FALSE,-4,FALSE,90.3,90.3,0,80,218.243286132812,FALSE,FALSE
"1033",2003,374,0,1996,37402,2002,2,5,"Rwanda",2,1,1,1,"Rwanda",NA,2.5,19.53,NA,1973446.43147645,19982288.0281703,NA,"pinto beans, corn, veg. oil","veg. oil,pinto beans, corn,
cornmeal, veg. oil,corn, veg. oil,
kidney beans,
wheat",NA,"WFP/PRRO","ACDI,CRS,WVI",21955734.4596467,22.03,1,29,0.620689655172414,1910.9,1186.07586206897,0,0,NA,573.47,1,1,3,1.36466802536232,FALSE,0,FALSE,FALSE,7,4395,1,-3,FALSE,-4,FALSE,81.4,90.3,0,80,218.243286132812,FALSE,FALSE
"1034",2003,374,0,1996,37402,2002,2,5,"Rwanda",2,1,1,1,"Rwanda",NA,2.5,19.53,NA,1973446.43147645,19982288.0281703,NA,"pinto beans, corn, veg. oil","veg. oil,pinto beans, corn,
cornmeal, veg. oil,corn, veg. oil,
kidney beans,
wheat",NA,"WFP/PRRO","ACDI,CRS,WVI",21955734.4596467,22.03,1,29,0.620689655172414,1910.9,1186.07586206897,0,0,NA,573.47,1,1,3,1.36466802536232,FALSE,0,FALSE,FALSE,7,4395,3,-3,FALSE,-4,FALSE,81.4,90.3,0,80,218.243286132812,FALSE,FALSE
"1035",2004,374,0,1996,37402,2002,2,5,"Rwanda",2,1,0,2,"Rwanda",NA,10.4,10.65,NA,8345846.10507742,11032313.1948035,NA,"corn, veg. oil, yellow
peas, green peas,
corn-soy blend",",corn, cornmeal, corn-soy
blend, pinto beans, veg.
oil,cornmeal,veg. oil, kidney beans,
corn-soy blend, corn,
cornmeal",NA,"WFP/PRRO","ACDI/VOCA,CRS,WFP,WVUS",19378159.2998809,21.05,1,29,0.620689655172414,1666.82,1034.57793103448,0,0,NA,229.3,0,1,4,1.32921037540253,FALSE,0,FALSE,FALSE,7,4395,1,-3,FALSE,-4,FALSE,72.8,90.3,0,80,218.243286132812,FALSE,FALSE
"1036",2004,374,0,1996,37402,2002,2,5,"Rwanda",2,1,0,2,"Rwanda",NA,10.4,10.65,NA,8345846.10507742,11032313.1948035,NA,"corn, veg. oil, yellow
peas, green peas,
corn-soy blend",",corn, cornmeal, corn-soy
blend, pinto beans, veg.
oil,cornmeal,veg. oil, kidney beans,
corn-soy blend, corn,
cornmeal",NA,"WFP/PRRO","ACDI/VOCA,CRS,WFP,WVUS",19378159.2998809,21.05,1,29,0.620689655172414,1666.82,1034.57793103448,0,0,NA,229.3,0,1,4,1.32921037540253,FALSE,0,FALSE,FALSE,7,4395,3,-3,FALSE,-4,FALSE,72.8,90.3,0,80,218.243286132812,FALSE,FALSE
"1037",2005,374,0,1996,37402,2002,2,5,"Rwanda",2,1,0,3,"Rwanda",NA,11.27,7.77,NA,7956037.88366337,10046957.1658416,NA,"corn-soy blend, corn, veg.
oil cornmeal, yellow peas","corn-soy blend, veg. oil,pinto beans, veg. oil, corn-soy
blend, cornmeal,kidney beans, corn, veg. oil,
corn-soy blend, cornmeal",NA,"WFP/PRRO","ACDI/VOCA,CRS,WVUS",18002995.049505,19.04,1,29,0.620689655172414,1811.27,1124.23655172414,0,0,NA,65.186,0,1,3,1.28592821782178,FALSE,0,FALSE,FALSE,7,4395,1,-3,FALSE,-4,FALSE,65.5,90.3,0,80,218.243286132812,FALSE,FALSE
